brand_name,Price,discount,image_url,Reviews_rating,Reviews_count
Hp Cartouche D'Encre 305 Couleur,9400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/787103/1.jpg?2929,3.3,4
ANTHO Câbles Réseau FTP Cat6 - 10M - 10 Mètres - RJ-45 - Noir,3200,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/627303/1.jpg?5668,5.0,1
"Hub USB 3.0 4-en-1, Type-C2.0 Adaptateur, Pour Macbook，Smartphone Type...",3020,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/781892/1.jpg?0284,4.6,16
Cable D'Alimentation Pour PC Portable + Moniteurs + Scanners + Imprima...,1125,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/016392/1.jpg?1617,4.5,13
Câble D'alimentation Pc Portable Prises Française - 1.5 Mètre,1250,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/119141/1.jpg?4888,3.9,43
Epson Imprimante à Réservoir D'encre L3250 - Multifonctions - 3 En 1 -...,95400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/647103/1.jpg?0965,4.8,6
Hp Casque HP Stéréo 3.5 Mm Call Center - Noir,4913,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/272962/1.jpg?6168,4.0,15
Adaptateur Wifi Usb 3.0 1300 Mbps Bluetooth 4.2 Double Bande,7060,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/221962/1.jpg?8473,3.9,21
KIT DE RECHARGE D'ENCRE POUR IMPRIMANTE COMPATIBLE CANON PIXMA G2420 /...,9000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/237103/1.jpg?2625,3.9,14
Canon Cartouche D'encre Pixma 446 Couleur,9900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/525741/1.jpg?4104,4.1,27
Casque Bluetooth Multi-Fonction P47,3000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/167162/1.jpg?8163,3.6,135
"Hp HP 15FD-0296NK - WINDOWS 11 - ECRAN 15.6"" - 256 GO SSD - 4 GO RAM -...",182800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/297051/1.jpg?4892,3.7,54
Cartouche Toner Compatible Pour 17A (HCF217A / PTH-T217A) - Noir,4900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/436051/1.jpg?2884,4.0,23
"Kodak Carte Memoire Original 128 GB Ultra HD 4K,A1/V30/U3",9900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/603103/1.jpg?3566,3.4,9
Support Téléphonique Portable Pour Ordinateur Portable Deux En Un,3312,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/923902/1.jpg?3197,3.8,215
Av Numérique HDMI à 3 RCA Audio Advertising Ter Composant Convertisseu...,1750,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/311903/1.jpg?2499,1.0,1
CLAVIER USB AZERTY FILAIRE STANDARD-NOIR,6000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/366631/1.jpg?7005,3.9,16
Cartouche Toner Compatible Pour 17A (CF217A / PTH-T217A) - Noir,5700,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/076302/1.jpg?8788,3.9,87
ANTHO Tableau De Projection Trépied 2M X 2M - 2 Mètres X 2 Mètres - Bl...,40000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/908992/1.jpg?2498,4.4,25
Câble D'imprimante USB 2.0,1300,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/014841/1.jpg?9665,4.2,174
Lexar Clé USB LEXAR 64Go,5700,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/472972/1.jpg?0842,4.0,36
ANTHO Cable HDMI 15m / 15 Mètres - Full HD - V1.4,7400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/497992/1.jpg?5166,4.5,2
Cartouche Compatible Toner HP 85A (H-CB435A/CB436A/CE285A) - Noir,7000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/617341/1.jpg?2079,3.7,75
Connecteur RJ45 - Blindée - 100 Pièces,3500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/395031/1.jpg?7565,3.8,103
ANTHO Cable imprimante USB - 5 mètres - 5m,3400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/977992/1.jpg?2006,5.0,4
ANTHO Kit De Recharge D'encre 4 Couleurs Pour HP Smart Tank - 500 - 51...,5900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/018992/1.jpg?8847,3.9,20
Télécommande Air Mouse Et Clavier,4760,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/369891/1.jpg?3203,4.2,30
"Boîtier De Disque Dur SSD Portable M.2, Boîtier De Type C, Dossier 3.1...",5500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/527892/1.jpg?0045,4.8,8
"Kit d'adaptateur USB-C vers USB-C, USB, Iphone et Android Noir",3800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/784813/1.jpg?9289,5.0,1
Sony PlayStation PlayStation 2 Manette PS2 Sans Fil Sony Originale-Noi...,13350,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/417103/1.jpg?8407,5.0,1
"Casque Bluetooth Sans Fil, Grand Casque, Bon Marché",5225,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/824403/1.jpg?5057,3.7,9
Hp Pc Hp 15dy-Clavier Rétroéclairé-12th Gen-Intel®Core™i3-1215U-8Go Ra...,259900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/096872/1.jpg?1035,4.3,17
Hp Souris Optique Filaire USB X500,3150,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/678992/1.jpg?2566,3.4,8
Kit Recharge D'Encre 4 Couleurs 70ML Pour Epson L3210 - Noir/Rouge/Jau...,6650,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/411582/1.jpg?4323,4.2,14
"Lenovo LENOVO IDEAPAD 1 - DUALCORE – RAM 8GO – SSD 256 GO – ECRAN 15,6...",169900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/507902/1.jpg?6646,4.2,71
Clavier Ultra Fin Sans Fil + Souris Combinée 2.4G Silencieux Pour Ordi...,10350,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/890492/1.jpg?3586,3.9,9
"Hp 15FD-0295NK - DUAL CORE - ARGENT - ECRAN 15.6"" - 256 GO SSD - 4 GO ...",189900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/991162/1.jpg?2125,3.6,5
Hp Laptop 15-fq - Intel Celeron - 4GB RAM - 512GB SSD - Dual Core - Éc...,189250,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/010003/1.jpg?3206,3.6,7
"Nouveau sac messager pour hommes Oxford, sac à bandoulière unique, sac...",5950,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/987713/1.jpg?7707,5.0,1
ANTHO Boitier Pour SSD M2 / M.2 NVME - USB 3.0 / 3.2,11000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/508992/1.jpg?7206,4.4,11
"Hp HP FD-0296NK - DUAL CORE - BLANC / ARGENTE - ECRAN 15.6"" - 256 GO S...",162400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/297051/1.jpg?2635,4.0,91
Clavier Ultra Fin sans fil + Souris combinée 2.4G silencieux pour Ordi...,10350,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/497392/1.jpg?8863,4.2,5
Hp Cartouche D'encre 305 Noir,8800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/306002/1.jpg?8326,3.9,65
Câble Réseau FTP - Blindé Et Serti- 15m - Cat 6 - Gris,3800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/665002/1.jpg?5684,4.3,7
ANTHO Toner compatible 106A - W1106A - Ant - Noir,11500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/828992/1.jpg?2446,4.0,2
Connecteur Réseau RJ45 - Paquet De 20 Pièces - TRANSPARENT,1250,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/547341/1.jpg?4248,4.1,27
Hp Imprimante HP à Réservoir Smart Tank 581 - Impression - Photocopie ...,81500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/419082/1.jpg?2923,4.2,21
Epson Imprimante à Réservoir D’encre Epson L3210 - Multifonctions - 3 ...,84000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/896622/1.jpg?9866,4.2,45
Target Mémoire RAM pour Ordinateur Bureau : 8 Go DDR3,12750,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/703103/1.jpg?9386,3.8,4
Kit Recharge D'Encre 4 Couleurs - Noir/Rouge/Jaune/Bleu,5150,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/014841/1.jpg?3988,3.9,193
"Boîtier Externe Disque Dur Sata - 2,5 Pouces - USB 3.0/2.0",3450,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/026251/1.jpg?8559,3.7,15
Adaptateur Réseau Filaire Ethernet Gigabit 10/100/1000 USB 3.0 Vers LA...,5900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/076251/1.jpg?4423,4.0,18
Smart Câble Displayport Mâle Vers HDMI Mâle 4K,4320,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/538732/1.jpg?9877,4.4,28
Casque Bluetooth Multi-Fonction P47-Noir,3000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/449872/1.jpg?2288,3.6,25
Bureau D'ordinateur à Bibliothèque 120cm,38000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/797792/1.jpg?6375,5.0,3
Clé USB 16Go Haute Qualité - King Usb,2660,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/072892/1.jpg?5268,4.5,19
TOPLINK Toner Compatible CF259A / 59A - 3000 PAGES,16200,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/660103/1.jpg?7741,5.0,1
"Kit d'adaptateur USB-C vers USB-C, USB, Iphone et Android Blanc",3420,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/513813/1.jpg?1767,5.0,1
"Lenovo LENOVO - ÉCRAN 15 "" - SLIM - 8 Go / 256 Go SSD - GRIS - WINDOWS...",159900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/353692/1.jpg?4820,4.3,4
Câble Réseaux Cat6 25 Mètres - 25m - RJ45 / RJ-45,7950,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/424992/1.jpg?3366,4.6,14
Canon Cartouche D'encre CANON PG-446 -Couleur,9900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/467641/1.jpg?3843,3.9,75
SanDisk Clé USB 32 GB - Cruzer Blade,3590,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/491351/1.jpg?9343,4.1,7
TP Link TP-Link RE450 Répéteur Wi-Fi Double Bande AC1750Mbps,38200,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/687051/1.jpg?0765,4.2,15
Jedel Souris filaire USB M61 - Optique,2200,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/977992/1.jpg?8584,5.0,2
Cartouche D'Encre Toner Compatible 26A (CF226A) - PTH-F226A,9000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/196351/1.jpg?6049,3.9,36
Ensemble Clavier Et Souris De Jeu Mécanique Lumineux (filaire),6880,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/546103/1.jpg?5885,4.0,4
Ensemble Clavier Et Souris Sans Fils,8550,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/960792/1.jpg?7789,4.7,6
TOPLINK LOT 2 Cartouche Toner Compatible 106A W1106A LOT 2 PICES,22800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/405403/1.jpg?6864,4.3,3
RichRipple Combo de clavier et souris gamer avec rétroéclairage LED RG...,5299,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/735103/1.jpg?4265,3.5,4
Recharge D'Encre Liquide Compatible Canon G2400/2410/3400/3410 - 490 -...,4750,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/124713/1.jpg?1326,4.0,1
TOPLINK Câble Réseaux FTP Cat6 - 25m- 25 Mètres - RJ-45 - Gris,8000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/375113/1.jpg?2609,4.5,2
ANTHO Toner compatible 26A - CF226A - Ant - Noir,8500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/728992/1.jpg?7367,5.0,1
Pâte Thermique,3150,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/415103/1.jpg?8225,4.0,2
ANTHO Câble D'alimentation IEC - Schuko (FR) Pour Onduleur 20 Cm - Noi...,3000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/390403/1.jpg?4545,4.8,5
Acer CHARGEUR PC PORTABLE 19V connecteur 4.5mm x 3.0mm + CABLE D'ALIME...,8100,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/038692/1.jpg?5476,4.0,8
Cartouche Toner Compatible 17A - CF217A - PTH-T217X,5000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/815551/1.jpg?1924,3.9,42
Canon Cartouche D'encre Canon 440 Noir - Pour TS5140 - TS-5140,12500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/606902/1.jpg?7265,4.0,21
Imation Clé USB - IMMATION Noir,3230,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/506692/1.jpg?0242,3.4,5
TOPLINK Cartouche Toner Compatible 106A W1106A - 1000 PAGES,11400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/660103/1.jpg?7714,4.0,4
ANTHO Cable imprimante USB - 3 mètres - 3m,1900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/977992/1.jpg?1825,3.8,5
Canon Imprimante TS3440 / TS3340 - Multifonctions - Wifi - Couleur,34800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/583962/1.jpg?0623,3.8,4
Pince à Sertir Professionnelle + 100 Connecteurs RJ-45,6300,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/419731/1.jpg?3167,3.6,26
Pack De 2 Cartouches Toners Compatibles 17A / 17X- HCF217A - Noir,9300,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/617341/1.jpg?1822,4.2,18
Logitech Webcam Logitech C270 - HD 720P - Micro - Gris,15000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/065251/1.jpg?6729,4.3,13
Papier Thermique Imprimante De Caisse 57 X 40 X 12 Mm - Lot De 10 - Bl...,4100,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/726402/1.jpg?4290,4.3,15
Mini Imprimante Thermique 58mm,17100,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/027392/1.jpg?8174,3.3,6
Petit Ventilateur USB Bleu De 4 Pouces,2380,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/936692/1.jpg?3535,3.2,18
Clavier Et Souris Sans Fil AZERTY - Noir,10800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/351182/1.jpg?5115,4.0,6
Meetion Combo Clavier Et Souris Sans Fil compatible imac et windows - ...,26100,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/721103/1.jpg?0532,4.0,2
Ola Kit Recharge D'Encre 4 Couleurs 100ml - Noir/Rouge/Jaune/Bleu - Po...,4700,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/483203/1.jpg?6347,3.3,3
Casque Bluetooth Multi-Fonction P47 - Blanc,3100,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/584112/1.jpg?3144,3.8,58
SanDisk carte memoire 128GB MicroSD - Class 10,7920,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/338103/1.jpg?6429,4.7,3
ANTHO Splitter - duplicateur d'image HDMI 1 entrées vers 2 sorties - H...,6300,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/208992/1.jpg?3669,4.1,7
Canon CARTOUCHE D'ENCRE NOIRE PG-445,12500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/505403/1.jpg?5327,5.0,1
Câble OTG Adaptateur Lightning USB Vers Type C IPhone,3900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/404992/1.jpg?5286,4.2,13
CeaMere Disque Dur Interne SSD 256GB,15900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/092103/1.jpg?7146,3.0,1
Hikvision Disque Dur SSD Sata 128GB - 128 Gb - 6GB/s,11000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/344362/1.jpg?9337,4.1,15
Kaspersky Plus 2024 4 Postes - 4 PC - 1 An - (Anciennement Internet Se...,18000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/442103/1.jpg?1293,4.3,13
Clavier Portable Multi-appareils Sans Fil Compatible Bluetooth De 10 P...,3997,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/597872/1.jpg?5744,3.8,28
Casque Bluetooth STN-28 Multi-fonction Noir,4450,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/089003/1.jpg?6458,4.1,11
TOPLINK Câble HDMI 1.5 Mètres M/M HD 1080P 3D - Noir / Rouge,1600,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/386631/1.jpg?5444,4.3,165
1 X Seringues De Pate Thermique CPU GPU Processeur Dissipateur - Gris,2970,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/386713/1.jpg?6346,4.3,3
Sac à Dos Ultra Solide - Waterproof - /gris/ Noir,8010,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/444731/1.jpg?0685,4.2,10
Lcl Cartouche D'entretien MC-G02 Remplacement Pour Canon PIXMA G3560 G...,7500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/351582/1.jpg?2808,3.9,14
2 Bouteilles D'encre Noir Compatible Canon GI-490 G1400 G1800 G2400 G2...,5225,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/514803/1.jpg?3615,3.7,3
SanDisk Clé USB Cruzer Blade 128 Go - 128GB - 128 GB (SDCZ50-128G-B35),9800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/378103/1.jpg?9761,4.3,4
TOPLINK Câble HDMI 5Mètres M/M HD 1080P 3D - Noir / Vert,3800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/166631/1.jpg?5444,4.0,145
Canon Cartouche D'encre 445 Noir + 446 Couleur,19800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/761241/1.jpg?7528,3.9,25
Epson Encre 103 Originales,11400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/416103/1.jpg?3647,5.0,3
Disque SSD 512GB SATA III,27400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/625972/1.jpg?9551,4.7,6
Imation Clé USB Imation - 64GB ; 32 Gb ; 16Gb ;8Gb; 4 Gb- Noir,3610,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/558382/1.jpg?4765,3.0,4
Kit Recharge D'Encre 4 Couleurs - Noir/Rouge/Jaune/Bleu - Pour Canon G...,5150,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/411582/1.jpg?4323,4.3,6
"Logitech Souris M171 Sans Fil, 2,4 GHz Avec Nano-Récepteur USB Suivi O...",10000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/282652/1.jpg?1385,4.4,8
ANTHO Connecteur RJ-45 / RJ45 - Pass Trough - 100 Pièces - Cat 6 - Cat...,4800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/627303/1.jpg?5665,3.7,6
Bombe De Nettoyage à Mousse - Vert,1800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/439451/1.jpg?2662,2.8,4
ANTHO Cable HDMI 5m / 5 Mètres - 4K - UltraHD - V2.0,4000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/497992/1.jpg?6365,5.0,1
Microdrive Lecteur De Carte Mémoire - SD - MicroSD - TF - SDHC,2500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/026692/1.jpg?4545,4.6,10
"Lexar Disque Dur SSD - 256 GB - 256 GO- Sata - 2.5"" - NS100",17000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/727003/1.jpg?8325,5.0,2
"Target Disque Dur SSD 128 GB 2.5 ""SATA3 SSD Performance Disque Dur Int...",9000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/138692/1.jpg?1826,4.0,15
Tapis Souris Gel Avec Repose Poignet En Latex,2100,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/687282/1.jpg?4126,4.3,45
ANTHO Recharge D'Encre 4 Couleurs 70ML Pour Epson L3250 - Noir/Rouge/J...,4500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/018992/1.jpg?9027,4.2,12
Jabra Casque filaire optimisé 7599-823-309 UC Voice 750 - Call center,17910,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/326713/1.jpg?1030,4.5,2
"Logitech Casque Logitech H111 Filaire, Ecouteurs Stéréo Avec Micro Ant...",9900,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/329441/1.jpg?3284,4.2,49
Boîtier SSD Double Protocole M.2 NVME SATA USB 3.1 3.2 Gen 2 10 Gbit/s...,10800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/962303/1.jpg?0430,4.4,11
TP Link SWITCH TP LINK GIGABIT TL-SG1008 8 Ports,16500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/997141/1.jpg?0564,3.1,7
Handboss 68 pièces - Lingettes Pour Nettoyer Les écrans D'ordinateur E...,3500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/608992/1.jpg?3247,3.9,8
TP Link Adaptateur USB WiFi N 150Mbps TL-WN725N,5500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/687051/1.jpg?0767,3.8,5
Lenovo CHARGEUR ORDINATEUR PORTABLE BOUT JAUNE USB + CABLE D'ALIMENTAT...,7500,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/640792/1.jpg?5208,4.3,3
Lot De 2 Cartouches Compatibles Toner 78A (78A/C728) - PTH-278A - Noir,10400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/096351/1.jpg?6051,4.1,7
Webcam USB 2K 1080P transparente avec microphones pour visioconférence...,8190,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/521603/1.jpg?3378,5.0,1
Sticker Autocollant Clavier Azerty - Noir,2250,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/787752/1.jpg?4894,4.4,9
"Adaptateur USB C Vers USB 3.0, Adaptateur USB Type-C Vers USB Femelle ...",2650,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/643472/1.jpg?2479,4.4,41
RALLONGE USB 3.0 MALE FEMELLE 1.5M - 1.5 Mètres - BLEU,3000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/202482/1.jpg?7347,3.8,5
Lot De 2 Cartouches Compatible Toner 83A ( H-CF283A) - PTH-283A,9400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/096351/1.jpg?6052,4.1,36
Ensemble De Cartes Son Externes En Direct Avec Changeur De Voix + 9 Ef...,11648,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/658103/1.jpg?5433,4.3,3
Canon Cartouche D'encre Canon - GI 490 Bleu Jaune Rouge Noir - Pour G2...,35000,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/683692/1.jpg?1260,4.6,7
ANTHO Connecteur RJ-45 / RJ45 - Pass Trough - 50 Pièces - Cat 6 - Cat ...,2800,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/627303/1.jpg?5668,5.0,1
Sony Thrustmaster Y-300P Casque Gaming pour Playstation 4 et PC,11175,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/116713/1.jpg?8730,4.0,1
Epson Bouteille D'encre Epson 103 Noir - 65ml - Pour L3110 - L3150,9400,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/467641/1.jpg?3843,4.3,55
Xraydisk Xraydisk SSD --- 512 Go,23850,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/028262/1.jpg?5094,4.1,7
"Répéteur Internet Sans Fil, Amplificateur De Signal WiFi 2.4 GHz, 300M...",7905,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/546013/1.jpg?0343,4.0,1
Lexar Disque dur SSD - M2 - NVME - 500GB - NM610,28710,5%,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/604203/1.jpg?5413,4.5,4
